reviews,titles
상영관이 왜이렇게 없나요...,고양이 여행 리포트 (The Travelling Cat Chronicles)
콩 : 야ㅋㅋㅋㅋ 얘랑 싸우라고?,고질라: 킹 오브 몬스터 (Godzilla: King of the Monsters)
정신나간 엄마의 이승탈출 프로젝트,고질라: 킹 오브 몬스터 (Godzilla: King of the Monsters)
고질라 : 방사능 한잔했습니다..인간들 연기가 별로일수도 있습니다..하지만 고질라 이거하나만 기억해주십쇼,고질라: 킹 오브 몬스터 (Godzilla: King of the Monsters)
관람객 괜찮았는데 내 뒤에 왼쪽으로 앉은 돼지새끼가 영화 120분이 넘도록 계속 처먹어서 바스락 거리고 접쩝거리고 봉지과자 소리 겁나 내고 영화에 집중을 못하게 만들어서 짜증났음 덕* 메가박스 5/29 18:20 영화 혼자...,고질라: 킹 오브 몬스터 (Godzilla: King of the Monsters)
로단 이 녀석 사회생활좀 했구나?,고질라: 킹 오브 몬스터 (Godzilla: King of the Monsters)
스케일 대박임 진짜 고질라 멋있음ㅋㅋㅋㅋ,고질라: 킹 오브 몬스터 (Godzilla: King of the Monsters)
관람객 영상통화 중에 나오는 중요한 대사 씹어먹기 + 고유명사를 제멋대로 번역함... 박지훈이 또...,고질라: 킹 오브 몬스터 (Godzilla: King of the Monsters)
살다살다 나방 때문에 울컥해보네요..,고질라: 킹 오브 몬스터 (Godzilla: King of the Monsters)
영화평점 남기는데다가 추천 비추천 이런것좀하지마라 영화에대한 평점을 남기라고..,고질라: 킹 오브 몬스터 (Godzilla: King of the Monsters)
관람객 모스라 귀엽다. 주연으로 영화 언제 나오냐,고질라: 킹 오브 몬스터 (Godzilla: King of the Monsters)
고흐의 삶을 통째로 녹여버린 이 아름다운 영화에 대한 평이 1도 없다는거가 너무 슬프다....당신들과 같이 느끼고싶을뿐이다. 이 감동을....,"고흐, 영원의 문에서 (At Eternity's Gate)"
"고흐 자화상이랑 싱크로율 무엇,, 진짜 고흐가 살아있는 것 같아요ㅠㅠ","고흐, 영원의 문에서 (At Eternity's Gate)"
내용과 연기 시나리오 좋은데 카메라 기법 속이 울렁거린다,"고흐, 영원의 문에서 (At Eternity's Gate)"
지금까지 반 고흐를 다룬 많은 영화 중에서 고흐의 내면에 깊이 침잠한 손꼽는 수작. 내 재능은 후대를 위한 것이라 읊조리는 단호함과 어린아이처럼 사랑을 갈구하는 처연함이 그에 대한 애틋함을 더한다. 윌렘 대포는 그만...,"고흐, 영원의 문에서 (At Eternity's Gate)"
윌렘대포의 미친듯한 여기력에 또한번 박수를 보낸다.영화의 색감에서 감독의 노력과 정성이 느껴진다.,"고흐, 영원의 문에서 (At Eternity's Gate)"
"관람객 개인적으로 ""고흐의 인생에서 배울 수 있는 점""을 찾으러 갔다가 중반 이후부터는 한 영혼이 살다간 ""고흐""의 인생 자체를 사랑하게 만들어준 영화. 그의 삶 자체에 존경의 마음을 보냅니다....","고흐, 영원의 문에서 (At Eternity's Gate)"
고흐의 인생을 아는분껜 최고의 영화고흐의 그림만 아는분껜 최고의 수면제,"고흐, 영원의 문에서 (At Eternity's Gate)"
카메라와 소리를 통해 고흐가 바라보았을 세상을 보여준다.,"고흐, 영원의 문에서 (At Eternity's Gate)"
빈센트 30대인데... 고뇌하는 젊은이인데ㅠㅠ60대배우가 연기하다니요ㅠㅠ너무 늙게나와서 가장 아쉽네요 ..연기는 좋았지만 사람들이 고흐 할아버지인줄 알겠어요ㅠㅠ,"고흐, 영원의 문에서 (At Eternity's Gate)"
고흐의 고독과 불안이 내 안으로 흘러 들어왔다.,"고흐, 영원의 문에서 (At Eternity's Gate)"
하 진짜 감독 처치하고싶다,공포의 묘지 (Pet Sematary)
공포의 트럭이네요 트럭말고는 특별히 무섭지가않습니다,공포의 묘지 (Pet Sematary)
알바생들 다 꺼지고 4.10일 CGV에서 22:20분 영화로 보고 오자마자 작성합니다.영화감독이 맞나 싶을 정도로 스토리에 개연성이 1도 없고 떡밥만 던져놓고 회수도 없이 허무하게 엔딩을 끝내버렸습니다.이거 볼 돈으...,공포의 묘지 (Pet Sematary)
죽었던 고양이가 살아 돌아와 어떻게 변했는 지 알면서도 아빠가 딸을 굳이 살리려 한 개연성이 부족해 보였음,공포의 묘지 (Pet Sematary)
관람객 트럭이 제일 무섭네;;;;,공포의 묘지 (Pet Sematary)
나름 공포영화 챙겨보는 매니안데 평점댓글보고 완전 별론가보네 하면서 봤드만 예상보다 재밌었음. 엄청난 수작은 아니라도 개망작도 아닌거 같은데 왤케 평가가 안좋지; 난 강추까진 아니라도 볼만했음,공포의 묘지 (Pet Sematary)
죽은사람 건들지마라 혼난다,공포의 묘지 (Pet Sematary)
평점 높게준애들 평 써놓은거보면 알바티 팍팍 나지않나? 낚이지말고 보지마세요... 공포영화 매니아인데다 초반평점 괜찮은거보고 봤는데 B급 수준도 못되는 저질입니다 개연성 부족한건 공포영화니 감안할수 있는데 서프라이즈...,공포의 묘지 (Pet Sematary)
"개인적으로 나쁘진 않았는데, 다들 얼마나 기대를 하고 오셨는지 궁금함. 공포영화 나름 좋아하고, 챙겨보는 입장에서는 잘 보고 나왔는데.. 물론 대다수의 댓글들이 지적하는 것처럼 개연성에서 벗어나는 설정이 있긴 했지만...",공포의 묘지 (Pet Sematary)
이렇게 욕할정돈아니었는데 왜케 욕많징 ; 괜찮게 봤는데,공포의 묘지 (Pet Sematary)
쓰레기 아 더심한말 없나 최악의 말을 하고 싶은대 생각이 안난다 젠장 ㅠ,공포의 신생아실 (The Nursery)
이거보느니 차라리 창밖에 구름 지나가는거 보는게 훨씬 재밌음,공포의 신생아실 (The Nursery)
첫 평점에 이런말 하기 그렇지만 정말 오지게 재미없네요... 미국식 주택 + 한국형 처녀귀신이라니 ㅋㅋㅋ 전설의 고향인줄 알았어요...시퍼런 자외선광 때문에 눈이 아팠던 게 오래도록 기억에 남을듯 하네요. 시간 많으...,공포의 신생아실 (The Nursery)
그냥 축 쳐졌어요,관전남
과도한 문신이 관람에 거슬린다.,관전녀
MIT 에서 행사 알바했던 민도윤...그때 참 착했었던 기억이 난다.,관전녀
광대들 평점조작단으로 바꾸자,광대들: 풍문조작단 (Jesters: The Game Changers)
이해할 수 없어요. 얼마나 재미가 없길래 리뷰가 이렇지 하고 봤는데 보는 내내 그들이 댓글 알바인가 의구심이 들 정도로. 나랏일 하는 사람들 풍자하면 그들이 악플 알바를 시키나요? 저는 재밌게 보고 나왔습니다. 관객...,광대들: 풍문조작단 (Jesters: The Game Changers)
볼만한데 뭐냐점수 왜이래;;누가 진짜 풍문조작단 푼거냐,광대들: 풍문조작단 (Jesters: The Game Changers)
관람객 평이 별로안좋네요저는 소소한 재미 느끼며재밌게 봤습니다~~~,광대들: 풍문조작단 (Jesters: The Game Changers)
손현주 아저씨 연기 넘 잘함....사극도 잘어울림,광대들: 풍문조작단 (Jesters: The Game Changers)
배우들 연기는 최고였다.,광대들: 풍문조작단 (Jesters: The Game Changers)
재밌던데..평점 보고 안보려다 봤는데.. 후회안함~~평점 너무 낮게 몰아가네ㅛ,광대들: 풍문조작단 (Jesters: The Game Changers)
관람객 조명과 영사 등 현대적 기법을 과장해서 연출한 부분이 재밌었다. 배우들의 연기도 멋졌다,광대들: 풍문조작단 (Jesters: The Game Changers)
별점 한개 줄만큼 욕먹을 영화는 아닌거 같은데 왜 이리 짠지 모르겠네요. 이 시대의 광대들은 지금 이시간에도 어디선가 광대짓을 하고있겠죠? 그것이 진실이든 거짓이든.,광대들: 풍문조작단 (Jesters: The Game Changers)
솔직히 평점이너무안좋아성 진짜보기싫었는데 남친때매 봄.. 근데 생각보다 참신하고 몰입감도있었는데 평점테러하시는분들..노이해ㅜ평점때매 고민하시는분들은 그냥보시는것도 나쁘지않아요!,광대들: 풍문조작단 (Jesters: The Game Changers)
"18개월 전에 뇌출혈로 지금까지 식물인간 상태로 계신 어머니, 15개월 전 여동생의 유방암진단, 지난 월요일 아내의 갑상선암 진단, 아픔을 가지신 분들을 위해 기도하고 응원합니다.",교회오빠 (A Job Who Is near Us)
"상영관, 상영시간, 기간 늘려주세요. 한번 더 보고 싶어요.",교회오빠 (A Job Who Is near Us)
꼭보세요..백번천번보세요..인생영화가벤허였는데이제이게될거같아요ㅜㅜ제인생이이영화를본전과후로나뉠거같아요감사합니다..주말에도..하루에한번이라도좋으니더오래상영해주세요..,교회오빠 (A Job Who Is near Us)
처음부터 끝까지 나는죽고 예수만 사는 삶이 이런거구나를 보여주신것 같습니다. 장면 하나하나가 다 메세지였던것 같습니다. 오늘 하루하루를 감사하고 사랑한다는 것이 쉽지 않지만 한 사람 한 사람이 소중하구나를 생각케 해...,교회오빠 (A Job Who Is near Us)
누구에게나 올수있는 암과 죽음의 문제,교회오빠 (A Job Who Is near Us)
천국소망을 가진 자에게 죽음이란 두려움이 아니라 감사와 행복이다,교회오빠 (A Job Who Is near Us)
인생의 목적에 대해 되돌아보게 되는 좋은 영화입니다,교회오빠 (A Job Who Is near Us)
너무 슬플것 같아서 보기 두렵기도 했지만 관람 후에는 제게 주는 교훈이 더 크네요 제 믿음이 부끄럽고 돌아보게되는 시간이었습니다. 이 마음의 먹먹함과 부끄러움이 주님앞에서 더 단단해지고 믿음이 견고해지길 소망합니다....,교회오빠 (A Job Who Is near Us)
극심한 고통속에서도 맑은 정신으로 성경 말씀을 듣기 위해 모르핀조차 맞지 않은 이관희 집사님의 믿음 앞에서 작은 일에도 투덜거리며 세상을 놓지 못하는 제 믿음이 너무 부끄러웠습니다.오은주 접사님과 소연이를 주님께서 ...,교회오빠 (A Job Who Is near Us)
이 영화는 그냥 평가한다는 자체가 교만입니다 다보세요 그냥,교회오빠 (A Job Who Is near Us)
전현무와 잭 캐릭터 정말 딱이네요 ㅎ 유아 더빙도 굿!,구스 베이비 (Duck Duck Goose)
전현무 유아 박성광 모두 진짜 찰떡같이 잘하네요 재밌어요!,구스 베이비 (Duck Duck Goose)
전현무도 전현무인데 유아 더빙 찰떡으로 잘하네요,구스 베이비 (Duck Duck Goose)
조카 데리고 봤는데... 생각보다 잼있었고 전현무 성우 잘 하네요.,구스 베이비 (Duck Duck Goose)
ㅋ너무 귀여워 ㅋㅋㅋ 진짜 보면서 행복 바이러스 팡팡이였음,구스 베이비 (Duck Duck Goose)
믿고보는 슈렉 제작진bb 재미*감동 다 있네요!!!,구스 베이비 (Duck Duck Goose)
전현무의 더빙이 기대 이상으로 너무 훌륭했습니다. 작품도 아이들과 보기에 괜찮았구요.,구스 베이비 (Duck Duck Goose)
역시 믿고 보는 드림웍스 제작진bb,구스 베이비 (Duck Duck Goose)
애들영화인줄 알았는데 어른들도 찡한 무언가를 느끼게함. 가족이란 무엇일까 생각하게된다.,구스 베이비 (Duck Duck Goose)
아 한참 웃다 왔네요ㅋㅋㅋ 영화 보면서 이렇게 많이 웃기는 처음!!,구스 베이비 (Duck Duck Goose)
관람객 두 눈에 낯설음과 익숙함을 한 방울씩 넣고 보게 되는 메타영화,국경의 왕 (The King of the Border)
관람객 기기묘묘한 꿈결 같은 여행 그리고 영화.,국경의 왕 (The King of the Border)
관람객 영화로 여행하고 여행으로 영화를 만드는 독특한 영화로의 여행,국경의 왕 (The King of the Border)
관람객 선배 언제 나왔어? 라고 묻는 아무것도 담기지 않은 유진의 표정과 그를 바라보는 마찬가지로 아무것도 담기지 않은 현철의 표정 그리고 이어지는 현철은 애초에 존재하지 않았다는 듯 이어지는 테이블 대화 장면...,국경의 왕 (The King of the Border)
"관람객 김새벽의, 김새벽에 의한, 김새벽을 위한 영화헤맴 그 자체만으로도 훌륭한 영화가 될 수 있다.그러니 영화를 만드는 사람들은 늘 영화가 무엇인지 고민해야 한다.",국경의 왕 (The King of the Border)
관람객 불분명한 경계를 넘나드는 형식이 독특했던 영화. 낯설기도 하지만 매력적으로 다가오는,국경의 왕 (The King of the Border)
"우선 이용철 평론가님이 남기신 평에 공감을 표한다.처음엔 낯설고, 그 다음엔 기묘하고 마지막엔 밤톨만한 무언가가 남지만 이해되는 신기하고 불친절한 영화. 그래서 매력있는 영화 라오스 보고 다시보러 갑니다.",국경의 왕 (The King of the Border)
관람객 여운이 오래 남는 영화. 한 번 더 보고 싶음,국경의 왕 (The King of the Border)
관람객 영화와 현실의 국경을 넘나드는신선하며 생소한 이야기 구조 속에펼쳐지는 즉흥적 연기와 연출,국경의 왕 (The King of the Border)
관람객 영화 속 영화 이야기가 끝나면 그들의 진짜 이야기가 시작된다,국경의 왕 (The King of the Border)
"솔직히 제목부터 뻔하긴 했지만 심야 영화로 봤는데도 지루하지 않게 꽤 재미있게 즐김. 근데 왜 마지막 부분 대사 번역 안하고 그대로 올리셨어요? ‘나인’은 독일어로 아니, 싫다는 부정의 뜻인데 그냥 그대로 쓰시면 뜻...",굿 라이어 (The Good Liar)
서양사람 나오는 한국드라마 보는 느낌,굿 라이어 (The Good Liar)
영화는 그냥저냥 볼만했고 워너브라라 자막은 박읍읍일거라 생각해 포기했다 거진문제 없었지만 마지막 나인에서 박읍읍의 향기를 느꼈다억울하면 역자 알려주던가,굿 라이어 (The Good Liar)
한 맺힌 세월에 비하면 너무 가벼운 복수,굿 라이어 (The Good Liar)
연기력이 너무 뛰어나서 시작부터 끝까지긴장감을 떨칠 수 없었습니다.마지막 할머니가 손자들한테가는 장면은자기 어렷을 적 트라우마가 아니었을까 생각듭니다.,굿 라이어 (The Good Liar)
관록 있는 두 배우의 명연기와 반전 스토리가 잘 어우러진 스릴러 영화. 이 영화도 상영관이 없는 게 너무 아쉽다.,굿 라이어 (The Good Liar)
나쁜 사람들이 없는 세상에서 살고싶다,굿 라이어 (The Good Liar)
"긴장감 가지고 잘 나가다가, 복선도 전혀 없이 말로만 다 설명해주는 당황스럽고 무책임한 엔딩의 반전. 원작소설의 이야기 전개 구조는 아마 영화보단 나았을 것이라 생각됨",굿 라이어 (The Good Liar)
까맣게 잊고 있던 자와 결코 잊을 수 없던 자,굿 라이어 (The Good Liar)
이런 범죄 스릴러 영화를 좋아한다면 무조건 추천~~,굿 라이어 (The Good Liar)
평소에 역사를 좋아하고 관심있는 대한민국의 현 고등학생으로서 어디에서도 볼 수 없었던 역사적 사실과 진실을 마주할 수 있었습니다.또한 자신을 되돌아 볼 수 있는 터닝포인트가 된 영화였습니다^^,"굿바이 마이 러브NK: 붉은 청춘 (Goodbye My Love, North Korea)"
잊혀졌던 역사와 숨겨졌던 한국영화사의 발견. 잊혀질 수 없는 그들의 신념과 우정.,"굿바이 마이 러브NK: 붉은 청춘 (Goodbye My Love, North Korea)"
관람객 조국과 영화 사이에서 쉼없이 방황하던 청춘들,"굿바이 마이 러브NK: 붉은 청춘 (Goodbye My Love, North Korea)"
스탈린이 망친 세계사. 우리가 고통받다,"굿바이 마이 러브NK: 붉은 청춘 (Goodbye My Love, North Korea)"
"사학도로서 북한청년들의 이야기에 공감해 볼 수 있었습니다. 멋진 영상미, 감동적인 사람들.. 다시한번 보고싶게 만드는 의미있는 영화","굿바이 마이 러브NK: 붉은 청춘 (Goodbye My Love, North Korea)"
1점준 애 색히들은 영화를 보기나한건지 모르겠다. ㅋ 진짜 어이가 없네,"굿바이 마이 러브NK: 붉은 청춘 (Goodbye My Love, North Korea)"
우리는 뿌리깊은 이방인...일반인이 연출 한건 줄 알았는데...아니네요...연출이 너무나 아쉬운 작품이었습니다. 내용전달마저 희미해져 버린. 하지만 몰랐던 개인의 힘으로는 어찌 할 수 없었던 격동의 시절을 온 젊음으...,"굿바이 마이 러브NK: 붉은 청춘 (Goodbye My Love, North Korea)"
혁명적 인간들의 후일담.,"굿바이 마이 러브NK: 붉은 청춘 (Goodbye My Love, North Korea)"
설마 이게 끝은 아니죠?? 2편 만들어줘요 너무 궁금하고 마음이 아파요,"굿바이 마이 러브NK: 붉은 청춘 (Goodbye My Love, North Korea)"
감히 설명하기 슬픈영화 인간의 신념이 얼마나 아름답고 숭고한것인지 깍고 다듬지 않고 그대로 보여준다,"굿바이 마이 러브NK: 붉은 청춘 (Goodbye My Love, North Korea)"
이도하는 이도하얗다...,굿바이 썸머 (Goodbye Summer)
악플 글만큼 재미없진 않은것 같았습니다신인배우들도 괜찮게 섭외했고물론 이런걸 좋아해서 그렇게 느낄수 있는 제 주관,굿바이 썸머 (Goodbye Summer)
소재는 좋았으나 구성이나 스토리를 끌고가는 흡인력이 약하고 너무 긴 호흡을 견디기엔 지루한 ... 끝나고 모두 어이없는 웃음,굿바이 썸머 (Goodbye Summer)
보라배우짱..♡보고나서 마음이 여름같아요..♡그리고 병재역 이도하 배우님 알게되서 영광입니다!!! 좋은 작품 많이 해주세요ㅠㅠㅠ,굿바이 썸머 (Goodbye Summer)
아니 뭐가 재밌다는거임 속았음 나만 당하기 싫다는 심보인겅가 스토리 개연성 1도 없음,굿바이 썸머 (Goodbye Summer)
"관람객 모든 것이 도구로 사용되고 버려진다.상징적인 의미는 없다. 시한부, 학생, 사랑, 오토바이.. 지겹도록 비슷한 한국영화와 다르게 만들고 싶었으나 아무것도 담지 못한 것같다. 관객에게 남다른 영화라고 인식되기 보다 그...",굿바이 썸머 (Goodbye Summer)
여기 별점 남기신 분들 영화보신거 맞나요...여름이랑 뭔 상관이 있는건지도 모르겠고 스토리 별로였음 어지간한 영화는 다 재밌게 보는데 이건 지루해 죽는줄,굿바이 썸머 (Goodbye Summer)
배우분들 너무너무 귀엽고 생각보다 넘 재미있었던 영화!정제원 사랑회...,굿바이 썸머 (Goodbye Summer)
정제원 잘생김 너무나도,굿바이 썸머 (Goodbye Summer)
풋풋한 첫사랑의 느낌을 되살려주는 영화인 것 같아요 ! 극중에서 병재라는 배우에게 눈길이 자꾸가욧!,굿바이 썸머 (Goodbye Summer)
근데 섹스를 하는데 왜 15세여??,귀신의 향기 (scent of ghost)
"기대 안하고 봤는데 은근 잼나요. 코믹,공포,에로,멜로에 약간의 감동까지 넘 잼있어요~~ 시간가는쥐 몰랐음",귀신의 향기 (scent of ghost)
망한영화는 이유가있는법,귀신의 향기 (scent of ghost)
가족이랑 봤는데... 후회합니다.,귀신의 향기 (scent of ghost)
15세 맞음? 애로 영화급으로 베드신 많이 나오는데 15세라니,귀신의 향기 (scent of ghost)
가슴 시린 코믹 영화네요. 저런 사랑이 부럽습니다.,귀신의 향기 (scent of ghost)
헐 개봉3일짼대 관객429명 실화냐...ㄷㄷ무슨 시골촌동네 영화관 1곳만 집계했나요? ㄷㄷㄷ,귀신의 향기 (scent of ghost)
한국 영화 전체 평균 수준을 떨어뜨리는 이딴 영화같지 않은 영화들은 도대체 왜 계속 제작이 되는건지.,귀신의 향기 (scent of ghost)
재미도 없고 감동도 없고.. 불필요하게 많은 성적 묘사와 대사들.. 배우들이 아깝다...,귀신의 향기 (scent of ghost)
마지막에 나오는 노래 가수가 누구고 제목이 뭐죠?,귀신의 향기 (scent of ghost)
상영관에 저랑 모르는 할아버지 둘 뿐이었는데 영화 보는 내내 혹시 할아버지가 페니와이즈일까봐 두 배로 무서웠습니다...,그것: 두 번째 이야기 (It Chapter Two)
그것2 공감 VS 변신 비공감,그것: 두 번째 이야기 (It Chapter Two)
할머니가 춤추는게 이렇게 무서울줄이야,그것: 두 번째 이야기 (It Chapter Two)
"관람객 동대문 메가박스 G열에 앉아서 사람들 눈치주는데도 계속 큰소리로 떠들고 잡담하던 아재,아줌마 나잇값좀 하세요.",그것: 두 번째 이야기 (It Chapter Two)
우주적 파괴자가 어른들한테 팩폭맞고죽은 아이러니,그것: 두 번째 이야기 (It Chapter Two)
ㄹㅇ 이게 왜 평점이 높은거지,그것: 두 번째 이야기 (It Chapter Two)
할머니 진짜... 소름끼치고 무서웠어요...,그것: 두 번째 이야기 (It Chapter Two)
"느린 전개, 징그러움만 있는 연출, 헛웃음만 나오는 유머, 뻔한 놀래킴, 10편짜리 미드를 169분에 압축해놓은것 같다. 1점도 아까운 그야말로 영화상영 전기가 아까운 인류 역사의 실수",그것: 두 번째 이야기 (It Chapter Two)
짠내났던 뚱땡이의 최종승리,그것: 두 번째 이야기 (It Chapter Two)
관람객 진짜 언제 끝나지? 도대체 언제 끝나지? 끝나긴 하는건가? 어? 뭐지? 안끝나나? 응? 세시간.,그것: 두 번째 이야기 (It Chapter Two)
이것은 그것이 아니군.,그것: 저주의 시작 (The Houses October Built 2)
문화대혁명으로 다 죽었답니다.,그날은 오리라 (Our Time Will Come)
실화를 바탕으로 만들어서 그런지 재미는 덜하고 전작의 '언브로큰'처럼 고구마 장면만 있어 아쉽지만 일본에게 침략당한 피해국들 입장에서 제2차 세계대전 당시 일본군이 저지른 만행을 반드시 기억하고 끝까지...,그날은 오리라 (Our Time Will Come)
홍콩의 독립운동에 대해 알 수 있어 좋았습니다 잔잔하네요,그날은 오리라 (Our Time Will Come)
이 영화를 보고 나도 누군가에게 존경 받는 사람이 되고 싶어졌다. 레지나 홀의 연기력은 대단했고 헤일리 루 리처드슨은 파이브피트와 완전히 다른 연기를 보여줌 ^^,그녀들을 도와줘 (Support the Girls)
"생기 넘치는 여성들의 유쾌한 앙상블, 의리로 뭉쳐 새로운 미래의 희망을 외치는 그녀들.",그녀들을 도와줘 (Support the Girls)
예고편 보고 코미디영화인 줄 알았는데 생각지도 못한 위로를 받고 나왔다ㅠㅠ,그녀들을 도와줘 (Support the Girls)
딱 지금 필요한 영화! 재미있게 보고 왔다,그녀들을 도와줘 (Support the Girls)
웨미걸즈가 선사하는 이토록 시원한 짜릿함!,그녀들을 도와줘 (Support the Girls)
"서비스업종에서는 흔히 웃음을판다고들하지요?게다가 그직종당사자가 여자라면??꼭 패미니즘 영화로만 보기보단한사람의 직업에대한,인간관계에대한,여러면에서 생각도 할 수 있었어요.",그녀들을 도와줘 (Support the Girls)
시원~한 맥주가 땡기는 영화!,그녀들을 도와줘 (Support the Girls)
Support The Women,그녀들을 도와줘 (Support the Girls)
"고된 일과에 울고 웃고 소리 지르는, 절로 응원하게 된다.",그녀들을 도와줘 (Support the Girls)
Support the Girls,그녀들을 도와줘 (Support the Girls)
하연수 연기가 너무 어색함 그리고 너무 지나치게 역할이랑 안어울림 ... 초반이 매우 지루합니다 후반부터 유호정 박성웅씨 나오실때는 재밌게 봤습니다엄마생각나는 영화였네요,그대 이름은 장미 (Rosebud)
아빠와 딸의 화해과정을 좀 더 다루었으면 했다는...,그대 이름은 장미 (Rosebud)
내안에 그놈과 비슷한 영화인듯요 남주가 박성웅인데 거 중구성님 너무하신거 아입니까 신년초부터 스크린 점령! 사랑합네다,그대 이름은 장미 (Rosebud)
최우식 배우님~~마녀보고 팬됐는디..역시 실망시키지않네요ㅋㅋ 추운겨울 훈훈한영화네용,그대 이름은 장미 (Rosebud)
의도는 분명한데 세련미가 부족해서 아쉽게 만들어진 어정쩡한 결과물. 연기는 전부 무난한데 홍보 포인트가 잘못된 듯.,그대 이름은 장미 (Rosebud)
"큰 기대 없이 봤으나, 생각보다 넘 재밌고, 우식이도 귀엽고, 무엇보다 마지막에 엄청 울었다ㅜㅜㅜ 엄마랑 다시 볼꺼임",그대 이름은 장미 (Rosebud)
아 진짜 덜된 요리를 먹는 기분이였음 써니같을줄알았지만 써니를 감히 갖다 붙이면 안되는 영화임 하연수 연기에 한번놀라고 두번놀라고 ㅋㅋㅋ 영화 급전개에 세번놀라고 진짜..하연수를 왜 연기계에 안붙이려는지 알거같았던영...,그대 이름은 장미 (Rosebud)
